text,rating
"Widziałem kilka sezonów serialu i muszę powiedzieć, że książka jest lepsza. Historie bohaterów są głębsze, wzbogacone o retrospekcje i wewnętrzne przemyślenia. Cała intryga jest przez to pogłębiona a równocześnie bardziej przejrzysta. Pierwszy sezon dobrze odzwierciedla wydarzenia z pierwszego sezonu (o ile pamiętam). Dopiero później historie się rozjeżdżają. ",8
" Przeczytane dawno, dawno temu pod wpływem rekomendacji płynących z wielu stron oraz w związku z zapowiadanym wówczas serialem (sami widzicie, jak dawno to było). Niestety, rozczarowałam się okrutnie. Fatalizm i przemożne ciążenie ku narzuconemu zakończeniu nie było wcale podbudowane pogłębioną analizą, którą mi obiecywano, a na która na 900 stronach spokojnie starczyłoby miejsca. Przesłanie pt. ""świat jest zły, a kto ma ideały, ten zginie marnie"" jest mało inspirujące, a w dodatku do jego zilustrowania Martin użył Neda Starka, czyli postaci tak nudnej i głupiej, że w akcie młodzieńczego buntu przezwałam go Nudem Smarkiem. No, przepraszam, ale on zginął marnie wcale nie dlatego, że miał ideały, tylko dlatego, że był idiotą i nie potrafił myśleć.  Co jeszcze zapamiętałam z lektury? Przy intrygach politycznych myślałam bezustannie o tym, że lepiej by było po prostu poczytać książkę historyczną o wojnie dwóch róż, bo tam byłoby to samo, tylko lepiej. Ponadto każda scena erotyczna musiała być patologiczna i nieprzyjemna, większość postaci nadużywała metafor ze sfery prostytucji, a polski tłumacz podjął bardzo dyskusyjną decyzję, by niektóre nazwy miejsc przekładać na polski, a innych nie. Co gorsza, po skończeniu książki miałam wrażenie, że właśnie przeczytałam kilkusetstronicowy prolog. Najciekawszy był wątek Daenerys, ale nie skłonił mnie do ciągnięcia lekturowej przygody z ""Pieśnią lodu i ognia"". ",4
"Fakt, gdyby nie serial pewnie nie sięgnęłabym po ""Pieśń..."" I bardzo bym żałowała :) Tradycyjnie też polecam wersję w oryginale. ",9
"Najlepsza! Absolutnie genialna książka, po którą każdy powinien sięgnąc. ",10
"Tej książki chyba nikomu nie trzeba przedstawiać. Po raz pierwszy przeczytałam ""Gre o Tron"" jakieś cztery/pięć lat temu i muszę przyznać, że po czasie odbieram ją inaczej. O ile w przypadku pierwszego czytania mimo wszystko próbowałam dzielić bohaterów na ""tych dobrych"" i ""tych złych"", o tyle tym razem wiem, że wszyscy są szarzy i próbuje jedynie przeniknąć niuanse owej szarości. Nie jest tak, że książka mnie nie angażuje, świadomość tego jak (mniej więcej) skończy się cykl (chyba że zupełnie inaczej niż serial, jeśli tak to nic nie wiem) sprawia, że zamiast ją łykać, mogę się delektować smaczkami. Moja opinia o fabule i bohaterach nie uległa jakiejś gruntownej zmianie, zwróciłam jednak uwagę na szczegóły, które wcześniej mi umknęły. (Dalej mogą pojawić się spoilery.) Jak na razie moją ulubioną postacią jest Arya, to zdecydowanie mój typ bohaterki: ""– A czy ja mogę zasiąść w królewskiej radzie albo budować zamki czy zostać Wielkim Septonem? – Ty... [...] Ty poślubisz króla i będziesz panią zamku, a twoi synowie zostaną rycerzami, książętami i lordami, a może nawet i Wielkimi Septonami. Arya skrzywiła się. – Nie – odparła. – To dobre dla Sansy."" Sansa na tym etapie jest raczej mdła, doceniam jednak jej kreację i wiedząc, jak to się dalej potoczy, już mnie ona nie irytuje. Eddard nigdy nie był moim ulubieńcem, przepadałam jednak za nim i jakoś radykalnie się to nie zmieniło, ale przy tym czytaniu uderzyła mnie jego naiwność i ślepa, wręcz fanatyczna wiara w zasadzające się na niezbyt solidnych fundamentach (chyba że i tym razem coś mi umknęło, jednak nawet jeśli to nic to w moich oczach nie zmienia) prawo Baratheonów do tronu. Już nie widzę nic szczególnie heroicznego w tym, że był gotów wywołać wojnę domową, żeby na tronie zasiadł ten, a nie inny pretendent. Podziwiam oddanie ideałom, tym razem zwróciłam jednak uwagę na to, że same ideały nie robią na mnie specjalnego wrażenia: ""[...] Wielki Septon powiedział mi kiedyś, że tak cierpimy, jak grzeszymy. Jeśli ma rację, lordzie Eddardzie, to powiedz mi… dlaczego niewinni cierpią najbardziej, kiedy wy, wielcy panowie, zaczynacie swoje gry o trony? [...]"" Wbrew większości moją najbardziej znienawidzoną postacią tej serii nie jest Cersei. Nie powiem, żebym ją lubiła (przez nią zabili wilczka 😭 i jeszcze chciała dostać jego skórę – oj, niedobra!), jest w niej jednak coś, czego nie potrafię nie podziwiać: ""– Brałam cię za Króla. Na mocy małżeńskiego prawa i łączących nas więzi Jaime i Tyrion są także twoimi braćmi. Starkowie przepędzili jednego z nich, a drugiego uwięzili. Ten człowiek znieważa cię każdym swoim oddechem, a ty stoisz tu pokornie i pytasz, czy boli go noga, czy może chce wina. Twarz Roberta pociemniała z gniewu. – Kobieto, ile razy mam powtarzać, żebyś powściągnęła swój język? Twarz Cersei nie ukrywała pogardy. – Bogowie zażartowali sobie, stawiając nas obok siebie – powiedziała. – To ty powinieneś nosić suknię, a ja kolczugę. Purpurowy z gniewu, Król zamachnął się i uderzył ją. Zatoczyła się mocno na stół i upadła, lecz nie krzyknęła, nie Cersei Lannister. Smukłymi palcami musnęła policzek w miejscu, gdzie jej blada skóra ciemniała coraz bardziej. Do rana pojawi się tam siniak. – Będę to nosiła jako oznakę honoru – oświadczyła dumnie."" Moją najbardziej znienawidzoną postacią serii – tu będzie zaskoczenie, niewykluczone również, że w co poniektórych wzbudzę tym mordercze instynkty – jest Daenerys (za Joffem też nie przepadam, to jednak jedna z najlepszych kreacji socjopaty, z jakimi się spotkałam i jakoś zachwyt nad konstrukcją przyćmiewa niechęć). Kiedyś dawno temu, była moją faworytką (i widziałam coś... romantycznego(?) w relacji jej i Drogo – ogromny facepalm, na swoje usprawiedliwienie mam tylko tyle, że byłam wtedy nastoletnią smarkulą, bibliotekarka wypożyczyła bez problemu, skoro ona nie widziała przeciwwskazań, to czemu ja miałam [ironia] – całe szczęście zmądrzałam, lepiej późno niż wcale), ale w końcu dotarło do mnie, że nie jest lepsza od Cersei, z tym, że Cersei nie udaje pozytywnej bohaterki i za to przynajmniej mogę ją szanować. Daenerys początkowo można współczuć, z czasem jednak staje się przyczyną niezawinionego cierpienia i próbuje grać zbawczynię, jakby sama nie spowodowała całego zła... Myślę, że akurat jej wątek w serialu skończył się adekwatnie (szkoda tylko, że stało się to tak szybko, mogła trochę pocierpieć), ukazał jej prawdziwe oblicze : ""Po drugiej stronie drogi dziewczyna w wieku Dany płakała głośno, rzucona na stos trupów twarzą do ziemi i gwałcona przez jednego z jeźdźców. Inni zsiadali z koni, czekając na swoją kolej. Takie wyzwolenie przynieśli Owczarzom Dothrakowie. W moich żyłach płynie krew smoków, powtarzała w myśli Daenerys Targaryen, odwróciwszy głowę. Zacisnęła usta i pojechała do bramy. – Większość z jeźdźców Oga uciekła – mówił ser Jorah. – Ale i tak będzie z dziesięć tysięcy jeńców. Niewolników, pomyślała Dany. Khal Drogo zapędzi ich w dół rzeki do jednego z miast w Zatoce Niewolniczej. Miała ochotę się rozpłakać, ale powtarzała sobie, że musi być silna. To jest wojna, tak jest na wojnie. [!] Oto cena za Żelazny Tron. [!]"" ""– Uratowałaś mnie? – Lhazarenka splunęła. – Wzięło mnie trzech jeźdźców, i to nie tak jak mężczyzna posiada kobietę, ale od tyłu, tak jak pies bierze sukę. Kiedy przejeżdżałaś, czwarty był już we mnie. Jak więc mnie uratowałaś? Musiałam patrzeć, jak płonie dom moich bogów, gdzie wyleczyłam wielu dobrych ludzi. Spalili też mój dom, a na ulicy widziałam stos głów. Widziałam głowę piekarza, który piekł dla mnie chleb. Widziałam głowę chłopca, którego zaledwie trzy księżyce temu uratowałam przed gorączką martwych oczu. Słyszałam płacz dzieci odpędzanych przez jeźdźców batami. Powiedz więc, co uratowałaś?"" Ogólnie mega się cieszę, że zdecydowałam się na reread i zamierzam kontynuować z kolejnymi tomami. Jedyny minus to chwilowe dłużyzny – nie czyta się tej książki szczególnie łatwo, przeskoki między lokalizacjami i bohaterami nie pomagają. Najtrudniej jest, kiedy bohaterowie POV nie wchodzą ze sobą w interakcje, tym razem było mi łatwiej, ale pamiętam, że poprzednim bywało, że pomijałam rozdziały i dopiero potem do nich wracałam. Trochę przeszkadzał mi też, moim zdaniem nieadekwatny, wiek postaci (powinnam już do tego przywyknąć, ale kurczę nie potrafię) każdemu dodałabym tak 2-3 lata i byłoby git. Po czasie mam jeszcze jedną refleksję, myślę, że zakończenie wątków niektórych postaci w serialu nie było wcale takie złe (tyle się nanarzekałam, a teraz wyskakuje z takim czymś) – tak chciałabym, żeby Cersei pod koniec zachowała więcej zimnej krwi, poza tym końcowy wydźwięk wydał mi się nieco zbyt pozytywny jak dla tej historii, jednak moim zdaniem najbardziej zawiódł nie pomysł, a realizacja ostatniego sezonu. Oby na książkowe zakończenie warto było czekać. ",9
"Rewelacja! Zakochałam się w tej serii. Zaczynając tę książkę miałam obawę, że styl pana Martina kompletnie mi nie podejdzie i wszystko pójdzie sobie w huhu. Na szczęście po tej części oczarowałam się całym światem ""Gry o tron"". Westeros, Essos, Dorne i inne krainy.. Pozwalają się oderwać od rzeczywistości na długo. Przymierzam się ponownego przeczytania tej serii, ale w wersji ilustrowanej, którą ostatnio udało mi się zdobyć, więc.. Do zobaczenia za jakiś czas ;) ",10
"Gra o tron to tytuł znany większości. Nie każdy miał okazję poznać historię przedstawioną w książce bądź w filmie, ale z pewnością każdy o Grze o tron słyszał. Ja obejrzałem wszystkie sezony serialowej adaptacji książki i dopiero tak naprawdę kilkanaście dni temu sięgnąłem po ten tytuł. Przyznam, że przerażała mnie obszerność tej książki (1000 stron), ale nie żałuję, że w końcu po nią sięgnąłem. Historia w niej przedstawiona wciąga czytelnika tak głęboko, że ciężko mu się od niej oderwać, więc 50 czy 100 stron przelatuje dosyć szybko. Polecam książkę każdemu kto chce poznać świat Westeros oraz ujrzeć, że nie jest to świat kolorowy, pełen miłości i dobroci, ale przede wszystkim świat pełen knowań, szantarzu, zdrad, morderstw i oszustw. Oczywiście spotkamy się tu również z honorem, braterstwem i poświęceniem co jeszcze bardziej podkręca atmosferę tajmniczości i nie pozwala zaufać nikomu. ",8
"Odległa, mroźna Północ, zagrożona najazdem. Winterfell, całe w śniegu i samotne, poza twierdzą Straży, ostatni bastion chroniący Siedem Królestw przed tajemniczymi Innymi, dziećmi lodu. I wschód, gdzie rodzą się smoki, Dothrakowie przemierzają morza traw, a Wolne Miasta żyją własnym rytmem, nie słysząc nawet o demonach zimna. W tej książce przenikają się kultury, pory roku, fantastyczne elementy z powieścią rycerską i pomimo, że nie jest jeszcze tak brutalna jak inne tomy Pieśni Lodu i Ognia, to jest to powieść mroczna, pełna intryg. Ludzkie życie jest niewiele warte, a prawa raczej dotyczą możnych - choć i oni nie są bezpieczni, każdy może stać się ofiarę w pełnej podstępów grze o żelazny tron... Historia Westeros i kultura, tak i samych Siedmiu Królestw jak i odległych krain za wielką wodą jest świetne nakreślona, można zajrzeć w przeszłość tych ludzi i już wiemy, dlaczego są, jacy są, jakimi wartościami się kierują i jak ukształtowało ich życie, urodzenie i obyczaje. Postacie! Wyraziste, każdą możemy poznać poprzez jej własny punkt widzenia. Ich mnogość potrafi być na początku myląca, ale wkrótce czytelnik przyzwyczaja się do charakterystycznego ""skakania"" między postaciami i rozdziałami. A naprawdę, postaci są tak realne, tak ludzkie i tak niesamowite, że każdą chce się poznać lepiej - jedną się nienawidzi, jedną kocha, jednak wszystkie sprawiają, że tę grubą knigę czyta się błyskawicznie. Jestem szczęśliwa, że udało mi się dorwać tę serię przed serialem, gdyż wspomniany serial nie dorównuje książce w żadnym aspekcie. Pamiętam jeszcze mój pierwszy raz z tą książka, którą potem czytałam tak wiele razy: wypieki na twarzy, uśmiech, oczy wlepione w karty powieści, zapominanie o jedzeniu i piciu. Pokochałam ją od pierwszego wejrzenia, wszystko było takie nowe, intrygujące i wciągające. Jednak i podczas kolejnych spotkań z Grą o Tron, potrafiłam odkryć coś nowego, coś, czego nie zauważyłam za poprzednim razem. To książka pełna niespodzianek. A na koniec mała prywata. Daenerys w Grze o Tron to najwspanialsza postać w świecie książek. To co, że potem staje się jędzą, tutaj - błyszczy. ",9
"To chyba nie mój klimat, świat jest bardzo rozbudowany i na początku trudno połapać się kto jest kim. Mimo to w pewnym momencie robi się ciekawie i historia zaczyna wciągać, jednak nie jest jakaś porywająca. ",6
chyba wolę serial ,7
"Książkę tą kupiłam od razu po obejrzeniu pierwszego sezonu serialu ""Gra o tron"" i porzuciłam ją po paru pierwszych rozdziałach. Była zbyt podobna do fabuły serialu i nie wnosiła nic co mogłoby mnie dodatkowo zaintesować. Minęły cztery lata, zdążyłam już zapomnieć pierwszy sezon serialu i postanowiłam sobie przypomnieć początki, więc zmósiłam się do przeczytania, a potem poszło już lawinowo. Za jednym zamachem przeczytałam całą Pieśń Lodu i Ognia. Byłam tak zachwycona, że chciałam więcej i więcej, a tu zonk i trzeba czekać. Więc jak zawsze najpierw książka potem serial, chodź w tym przypadku gdyby nie serial w ogóle bym się nie zainteresowała książką, więc nie ma tego złego co by na dobre nie wyszło, a naprawdę warto! ",7
"Serial skończyłem jakiś czas temu, a teraz sięgnąłem po wersję audiobook z superprodukcji audioteki. Przyznam, że wykonanie jest arcydziełem i bardzo przyjemnie się tego słuchało. Książka sama w sobie jest rewelacyjna, nic więcej nie trzeba dodawać. Świat stworzony przez Martina to zagłębie intryg, podstępu, fałszu przykrywających wszystko, co kryje się pod pojeciem honoru.  Doskonała, w pełni rozwinięta książka będąca zaledwie wstępem do tego niezwykle rozbudowanego uniwersum. ",10
"""Gra o tron"" to książka, z którą dość długo zwlekałam, aby ją przeczytać. W tym przypadku najpierw udało mi się obejrzeć serial, a dopiero teraz postanowiłam poznać wersję papierową, od której to wszystko się przecież zaczęło. Na wstępie mogę powiedzieć, że jestem pod wrażeniem, że pierwszy sezon zawiera wszystko to, co jest najważniejsze w tym tomie. Jestem w sumie bardzo ciekawa tych kolejnych, jak one wypadną, bo słyszałam, że to tam mogę zacząć poszukiwać większych różnic. Chyba większość słyszała o ""Grze o tron"", może i nawet obejrzała serial, więc nie muszę zbyt wiele pisać na temat samej fabuły. W skrócie mogę powiedzieć, że celem kilku władców stał się Żelazny Tron, objęcie władzy. Nie cofną się oni przed niczym, aby zdobyć to, co według nich im się należy. Pierwszy tom jest naprawdę dość pokaźnych rozmiarów, ale ja tego w ogóle nie odczułam podczas czytania i w krótkim czasie poznałam całość. Już od pierwszych stron z przyjemnością śledziłam rozgrywające się wydarzenia. Niby znałam fabułę i bohaterów z serialu, ale wydaje mi się, że chyba to nawet ułatwiło poznawanie tej historii. W końcu mamy tu dość sporą liczbę bohaterów, ale i występujących tu wątków. Wydarzenia ukazywane są z perspektywy wielu postaci, ale nie miałam z tym większego problemu. Mogłoby to być w sumie trochę kłopotliwe czy uciążliwe dla kogoś, kto nigdy nie miał styczności z serialem. Chociaż muszę przyznać, że te rozdziały Neda, Catelyn oraz Brana mnie nieco czasami nudziły. Poza tym nie przepadam jakoś szczególnie za tymi bohaterami. Inne już czytałam z zaciekawieniem. Zastanawiam się tylko, czy moje zdanie na temat pozostałych postaci zmieni się po przeczytaniu całej ""Pieśni Lodu i Ognia"", ale tego dowiem się w następnych tomach. Arya Stark, Jon Snow i Daenerys Targaryen są jak dla mnie najbardziej intrygującymi bohaterami, w sumie Tyrion Lannister również. To był miły powrót do Winterfell oraz Królewskiej Przystani, do tych wszystkich bohaterów, których lubię mniej czy bardziej. Jestem pod wrażeniem, jak autorowi udało się stworzyć tak rozbudowany świat z wieloma wątkami i postaciami, i że przy tym wszystkim sam się nie pogubił we własnej historii. Bardzo dobrze czytało mi się ten tom i niezwykle sprawnie, jednak nie jestem fanką tego tłumaczenia. Mam nadzieję, że dalej będzie jeszcze lepiej. Serdecznie polecam sięgnąć po tę książkę! ♥ Julia ",9
"Przeczytałem, zapoznałem się i odłożyłem. Nie moja bajka, a także styl nie przypadł mi do gustu. Może z ciekawości obejrzę kiedyś serial, ale na razie nie potrafię zrozumieć fenomenu George R.R. Martin. ",6
"Nie zawiodła moich oczekiwań. Dostałam w niej to, czego się spodziewałam, a przeskoki między bohaterami, ich perspektywy, dobrze się ze sobą łączą. ",9
"Bardzo długo się opierałam przed serialem a o książce nawet nie myślałam. W końcu po obejrzeniu pierwszego sezonu stwierdziłam że chyba książki czytać nie chce, po drugim sezonie stwierdziłam że chyba bym się pogubiła bo za dużo bohaterów ale im dalej w serial tym ciekawość większa jak to na papierze wygląda i tak zdecydowałam się zacząć moją przygodę z papierową wersja ""Gry o tron"" i ani trochę nie żałuję. Książki są extra szkoda tylko,że jeszcze trzeba czekać na ostatnie tomy 😭 ",10
"Czytając tę serię nieco złamałam swoją zasadę, bo zaczęłam od obejrzenia serialu... Oczywiście książki okazały się o niebo lepsze. Pierwsza część w ogromnej mierze pokrywa się z ekranizacją, ale potem rozbieżności aż dziabią w oczy.  Tyle świetnie wykreowanych postaci i wybitnie stworzony świat to majstersztyk. ",9
" świetnie opisany stan rzeczy władzy/władców siła i honor , zdrady knowania, kasa i kasa. zawarte wątki w tej sadze aż wciskajaąw fotel by chcieć wiecęj dowiedzieć się o bohaterach ",8
"czytało mi sie fantastycznie, napewno bede chciał domknąć ta serie pieśni i lodu bo jest poprostu genialna. co do autora to ma naprawde przyjemny w odbiorze sposob pisania hmm czysta przyjemność ",10
"""W grze o tron zwycięża się albo umiera. Nie ma ziemi niczyjej."" Pieśń lodu i ognia, bo tak zwie się seria, została rozsławiona przez HBO'ski serial popularny na całym świecie. Długo wzbraniałem się przed pójściem za tłumem i zagłębieniu się w świat siedmiu królestw. W końcu co popularne to złe? Otóż nie tym razem, sięgnąłem po książkę i... zakochałem się. Nie będę się rozpisywał a fabule, kto kogo z kim po co i dlaczego, bowiem tutaj jest cała zabawa- by odkrywać to samemu. Pierwsza część cyklu zatytułowana ""Gra o tron"" to nic innego jak podróż do troszkę odpicowanego średniowiecza, gdzie rządzą król, lordowie, rycerze, honor i smoki (a przynajmniej rządziły bo zdarzyło im się wyginąć). Osią wydarzeń są Winterfell, siedziba rodu Starków oraz Królewska Przystań będąca domem Króla. Jak to w takim świecie bywa, w wyniku licznych kombinacji, intryg i knowań rozgorewa wewnętrzna wojna o władzę, jawna czy skryta. Ponad daleko na północy, terenie poza panowanie człowieka, zaczynają dziać się dziwne rzeczy. A żeby tego było mało, ze wschodu nadciąga prawowita spadkobierczyni tronu w asyście potężnych dzikich ludów oraz pewnej sekretnej broni. Całe uniwersum stworzone przez autora bije, według MNIE, na głowę Tolkienowskie śródziemie. Świat jest ciekawszy, bardziej rozbudowany, a ponadto każda jego cząstka jest żywa i bierze udział w wydarzeniach. Nie ma ziemi niewykorzystanej. Postacie są świetnie skonstruowane, szybko się z nimi zżyłem i jednocześnie trzymałem kciuki za dwa wrogie sobie obozy. Książka nie jest podzielona na rozdziały, co kilkanaście stron perspektywa przenoszona jest na innego bohatera, zazwyczaj w celu opisania z wielu stron jednego wydarzenia. Co prawda bohaterów jest na tyle dużo, że na początku należałoby chyba robić notatki; to tak już pod koniec dało się spamiętać wszystkie zawiłości rodzinne i nie tylko. Książka obfituje w różnego rodzaju zwroty fabularne. W pewnym momencie wspierałem pewne rody/koalicje niczym drużyny sportowe- i tutaj zaklęta jest cała magia tej serii, czyli śledzeniu losów swoich faworytów. 850 to sporo, akcja rozkręca się dopiero może od 550, a jednak gdybym miał powiedzieć gdzie polano aż tyle wody to nie potrafiłbym wskazać. Wszystko było istotne. Uniwersum jest na tyle rozbudowane że ów pierwsze 500 stron ledwo starcza na zaznajomienie czytelnika z nim poprzez mniej znaczące wydarzenia. Muszę się jednak poskarżyć, że autor chyba nigdy nie słyszał o pojęciu tzw. Katharsis i im bliżej końca tym więcej wątków jest otwieranych przy nikłej ilości tych zamkniętych!!! Osobiście jestem pozytywnie zaskoczony. Na pewno sięgne po kolejne książki z cyklu. Pozycja (już chyba można powiedzieć, że) obowiązkowa dla każdego fana fantasy. 9/10 - top ",9
"By napisać książkę fantastyczną opierającą się na klasycznych motywach gatunku trzeba mieć prawdziwy talent. O autorze można powiedzieć wiele rzeczy, ale talentu nie można mu odmówić. Od ""Gry o Tron"" zaczęła się moja przygoda z nieco ""dojrzalszą"" fantastyką. ",10
Ta ksiazka to wyzwanie bo ma ponad 800 stron. Nie skusze sie na 2 tom bo za duzo w niej bylo puenow na rzecz facetow a kobiety to takie ofiary a przeciez w zyciu tak nie jest bo to my prowadzimy dom i dzieki nam to funkcjonuje a faceci troche pomagaja. Takze takie wychwalanie jednej plci nie bardzo mi odpowiada mimo to byly momenty ciekawe wiec ksiazke oceniam jako dobra. ,6
"Świetne fantasy, które broni się rewelacyjnie rozpisanymi postaciami i doskonale opisaną polityką. Idealny dowód na to, że książka dobra to niekoniecznie książka przekombinowana. ",9
"Martin pokazuje, że geniusz czasami ukryty jest w prostocie. Tak właśnie uważam, Gra o Tron jest prosta, a jednocześnie genialna i takiej opinii będę bronił i walczył na kopie z każdym, kto wyzwie mnie na pojedynek. A już tak serio. Wydaje mi się, że jest to powieść, która będzie zrozumiała dla wszystkich nawet z tymi wszystkimi rodami, dziedzicami i dawnymi bogami. Bo chociażby w naszej XVII-wiecznej RP, było to o wiele bardziej skomplikowane. Wydaje mi się też, że G. Martin po prostu wziął wszystko to za co kochamy ""high-fantasy"", ""dark fantasy"" i każde inne fantasy. Wyjął to co najlepsze, uprościł, pozbył się opisów świata(które oczywiście są, ale jest ich o wiele mniej niż standard przewiduje), umieścił w tym swoim kociołku kilku równorzędnych, prostych...a jednocześnie skomplikowanych i jakże innych od siebie bohaterów. I po prostu puścił to wszystko w ruch. A wszystkie zdrady, intrygi, bohaterskie pojedynki to naturalna kolej rzeczy. Moja kulinarna opinia: To świetnie wysmażony stek, kawałek soczystego mięsa, którego smak wydobyty jest jedynie za pomocą soli i pieprzu, do tego chrupiące frytki, miękkie w środku, a na boku słodziutka surówka powiedzmy, że z jabłka i pora. Obiad niby nieskomplikowany, jednak wysmażony przez szefa kuchni, który nadał tej uczucie wyjątkowy smak. ",8
Pierwszy tom cyklu „Pieśń lodu i ognia” autorstwa Georga R.R. Martina. Akcja powieści toczy się w ramach czasowych podobnych do naszego średniowiecza. Niby jest to fantasy ale magii jest tam tak naprawdę niewiele. Gra o władzę to leitmotiv tej powieści. Polecam! ,10
"Przyznam, że pierwszy był serial. To dobrze. Teraz mam szansę zobaczyć, że książka jest o niebo lepsza i ile sobie dodali w serialu. Przede wszystkim lepiej rozumiem poszczególne historie, rody, miejsca. Na plus jest język jakim posługuje się Martin. Na szczęście nie jest tak skomplikowany jak Tolkiena, przez co miło i szybko się czyta. Ta książka wciąga i nie daje spokoju. Cudo. ",9
"10 dni czytania... i wiem jedno. Jestem pod wrażeniem konstrukcji świata przedstawionego - ogrom szczegółów, postaci, miejsc. Kocham Tyriona L. i Aryę S. Daenerys T. - bardzo dynamiczna postać i charyzmatyczna. Zastanawiam się, czy nie odziedziczyła po swych przodkach szaleństwa (niestety, są przebłyski...). Dalsze części będę na pewno dawkowała sobie sukcesywnie - oczywiście przerywane innymi lekturami. ",8
"Po tylu latach w końcu zrozumiałam, skąd ten zachwyt książką. Albo może serialem, gdyż pewnie wielu ludzi tylko z niego zna fabułę. Gra o Tron wciąga szybko, chociaż przez wiele stron mamy jedynie mozolne przedstawianie wszystkich postaci, a tych jest wiele. Świat stworzony jest z pomysłem, większość bohaterów ma w sobie życie i charakter. Od początku widać, że jest jakiś szerszy zamysł i ta jedna książka to tylko skromny wstęp. Od dawna nie widziałam tak rozbudowanej fabuły, tylu różnych wątków połączonych z sensem - w końcu rozumiem, dlaczego przewijały się porównania do Tolkiena. Jasne, to nie ten poziom, jednak dobry kierunek. Wreszcie mam tak wiele stron i nie mogę narzekać, że treści im brakuje. Miejscami bardzo odważne sceny, ale to chyba nikogo już nie zaskoczy. Aż dziw, że książka nie została zekranizowana chwilę po jej wydaniu. Mnie zniechęciła do oglądania serialu, choć uważam ją za gotowca dla scenarzystów - zwyczajnie nie da się pokazać wszystkiego, żeby nie tworzyć ""Mody na sukces"" ze smokami. I niektóre sceny nie przejdą, z uwagi na wiek ich bohaterów, zresztą samo przeczytanie o nich w zupełności wystarczy. Zdecydowanie sięgam po kolejne części, oby były na podobnym poziomie. To konkretne wydanie jest takie sobie, choć nie mam porównania z innymi. Sporo błędów językowych przede wszystkim. Ponadto nie znoszę spolszczonej wersji tytułu - ser. Dla powagi może jednak sir wygląda lepiej, bo ""miłościwie nam panujący ser"" wzbudza raczej szlachetny śmiech. ",8
Wow! Najbardziej dopracowana i obok Nawałnicy mieczy najciekawsza i najlepsza książka jaką tu oceniłem. Eddard Stark <3 ,10
"Autor miał głowę tworząc coś takiego. Bogactwo opisów i fabuły- niesamowite. Podtrzymałem swoją zasadę: najpierw książka, później serial i nie żałuję. Nigdy nie przepadałem za fantastykę, Gra o tron, zmienia moją opinię na temat tego rodzaju literatury.  Fajna koncepcja struktury książki, poszczególne rozdziały opisywane oczyma innego bohatera. Walka o władze, rody walczące między sobą i życie rodzin królewskich- tak po krótce, bo myślę, że tej książki, jak i całej sagi, nikomu przedstawiać nie trzeba. Polecam bardzo! ",10
"Czy warto czytać, jeśli widziało się serial? Pierwszy tom jest dość spójny z tym, co można zobaczyć na ekranie, ale mimo to dalej polecam książkę. Tylko książka pozwoli poznać tak dobrze bohaterów, ich przeżycia i świat, historię, która może umknąć widzowi. Tego nic nie zastąpi.  W dodatku Martin jest dobrym pisarzem. Nie oszałamiającym, jeśli chodzi o sam styl, ale wciąż jednak naprawdę dobrze czyta się jego dzieła. Warto też przejść przez Grę o tron, by poznać lepiej bohaterów, których losy później czasem w naprawdę znaczny sposób pójdą innym torem niż ten, który można było zobaczyć w serialu. Ocenicie sami, którą wersję wolicie. (ja jako nerd, który czytał książki przed obejrzeniem powstrzymam się od głosu) W przypadku Gry o tron i Martina warto też zaznaczyć, że bywa czasem, iż nabieramy wstrętu do zbyt popularnych i hołubionych dzieł. Znajdujemy ich wady i grymasimy. Owszem, na pewno seria ma swoje wady. Ja jednak zawsze będę podkreślać, że Martin naprawdę odwalił w Pieśni Lodu i Ognia kawał dobrej roboty. I to na bardzo wysokim poziomie. Nie ma wg mnie dzieła, które mogłoby rozsiąść się wygodnie obok.  Mało który autor potrafi stworzyć tak wielu ciekawych i żywych bohaterów, z którymi będziemy współprzeżywać ich losy, tak wielopłaszczyznowe pole intryg i wydarzeń. Gość przemielił i wyśmiał wiele płaskich historyjek i schematów, jednocześnie samemu budując pewną epickość. Czy się w tym faktycznie pogubił? Tego możemy się już nie dowiedzieć, być może porzucił dokończenie swojego dzieła- ja nie mam mu tego za złe, jestem w stanie to nawet zrozumieć, choć po cichu liczę, że jeszcze dostaniemy godne zakończenie tych wszystkich historii. ",10
"Niestety nie skończyłam jej. Nie wiem dlaczego, może dlatego, że wcześniej widziałam serial i po prostu strasznie mi się dłużyła. Jednakże nie wykluczone, że jeszcze do niej wrócę :) ",3
"Świetna fantastyka z obszernie rozpisanym uniwersum i polityką. Szkoda, że serial bardzo uprościł całą złożoność świata wykreowanego przez Martina. ",10
"Trochę mi zajęło, zanim zrozumiałem, kto jest kim, co robi i skąd pochodzi. Z każdym rozdziałem akcja nabiera tempa. Po zakończeniu zbierałem szczękę z podłogi. ",7
"Imponujące dzieło. Na szczęście otrzymało ekranizację, na jaką zasłużyło. Bogactwo świata, nakreślenie bohaterów, ciekawa fabuła, przyjemna narracja i nieco brutalności - wszystko to sprawia, że to jedno z najlepszych fantasy w historii. ",9
